SMILES,NR1H3
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.21679512
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.21679512
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.21679512
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.21679512
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.23237494
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.1289096
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.28721952
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.09868476
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.09868476
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.12384781
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.45206988
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.15606654
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.39790997
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.39790997
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.39790997
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.39790997
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.36785853
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.17046824
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.1309098
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.37402758
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.37402758
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.37402758
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.37402758
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.17570795
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.17570795
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.17570795
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.17570795
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.45124608
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.45124608
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.45124608
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.45124608
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.18707581
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.18707581
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.08019099
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.144182
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.144182
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.144182
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.144182
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.25913987
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.25913987
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.25913987
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.25913987
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.111586176
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.111586176
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.111586176
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.111586176
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21343488
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21343488
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21343488
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21343488
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.27979577
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.27979577
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.27979577
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.27979577
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20545585
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.20545585
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.20545585
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.20545585
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.27122372
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27122372
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27122372
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.27122372
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.25752392
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.25752392
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.25752392
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.25752392
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.19909693
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.19909693
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.07686516
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15227677
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15227677
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15227677
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15227672
