SMILES,KIT
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.019198755
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.05243429
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.05243429
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.05243429
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.05243429
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.052656855
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.07833158
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.031233652
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.13138254
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.16609143
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.056117684
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.0731469
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.0731469
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.029005585
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.029005585
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.029005585
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.029005585
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.18052676
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.037127975
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.07185574
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.10072562
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.10072562
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.06380875
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.059463385
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.044346645
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.044346645
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.10128962
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.10128962
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.051059186
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.051059186
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.03157554
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.03157554
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.055124342
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.03058359
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.03058359
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.03058359
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.03058359
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.02672384
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.02672384
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.02672384
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.02672384
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.18931861
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.18931861
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.18931861
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.18931861
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.01902288
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.01902288
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.024013545
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.06695582
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.041255616
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.07849686
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.03420869
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.03420869
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.03691471
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.03691471
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.03691471
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.03691471
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.052269433
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.046792276
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.046792276
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.08483301
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.044625603
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.030067993
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.030067993
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.060602196
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.060602196
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.060602196
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.060602196
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.0525981
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.0525981
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.041890834
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.041890834
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.041890834
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.041890834
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.056672093
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.120777
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.03435921
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.06379603
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.06379603
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.044441637
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.05144465
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.08198366
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.048905157
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.048905157
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.048905157
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.048905157
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.0946397
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.043262027
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.0763212
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07536934
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07536934
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07536934
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07536934
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.053531263
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.053531263
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.053531263
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.053531263
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.037653886
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.037653886
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.037653886
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.037653886
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.061937824
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.061937824
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.05376446
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07183899
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07183899
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07183899
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07183899
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.029645363
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.029645363
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.029645363
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.029645363
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.0350529
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.0350529
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0350529
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0350529
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.022724321
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.022724321
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.022724321
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.022724321
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13815601
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.13815601
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.13815601
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13815601
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.02375017
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.02375017
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.02375017
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.02375017
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.039446983
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.039446983
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.039446983
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.039446983
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.049280412
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.049280412
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.049280412
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.049280412
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.04020145
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.04020145
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.15235256
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09108792
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09108792
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09108792
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09108798
