SMILES,FYN
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13998929
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13998929
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13998929
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.19623297
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.19623297
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.20316775
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.20316775
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.18219152
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.18219152
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.19376127
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.19376127
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.161629
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.161629
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.161629
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.19376127
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.19376127
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.161629
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.16476157
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.11179408
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13841304
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13841304
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.14191295
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.14191295
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.13792498
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13792498
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.13792498
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.13792498
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.21703294
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.21703294
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.1833628
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.1833628
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.1833628
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.1833628
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.12918569
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.17544822
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.1658285
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.18578424
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.26501313
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.18017498
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.153092
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.153092
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15022738
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15022738
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15022738
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15022738
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.22917701
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.10847472
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.14062601
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.15628526
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.15628526
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.108127885
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.118111454
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.1522929
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.1522929
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.13997151
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.13997151
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13315387
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13315387
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.16532096
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.16532096
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.13772178
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2870271
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2870271
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2870271
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2870271
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.19041292
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.19041292
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.19041292
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.19041292
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.157492
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.157492
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.157492
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.157492
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.18295169
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.18295169
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.19319294
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.23869474
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.24308336
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.1575586
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.19203919
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.19203919
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.16807069
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.16807069
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.16807069
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.16807069
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.19963604
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.16661134
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.16661134
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.10902261
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.18974078
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.23106419
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.23106419
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.15821175
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.15821175
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.15821175
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.15821175
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.20591746
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.20591746
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.16576415
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.16576415
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.16576415
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.16576415
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.17975871
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.20406634
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.12671494
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.21561891
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.21561891
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.23513721
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.2436288
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.248462
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.2162198
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.2162198
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.2162198
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.2162198
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.13051087
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.22751957
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.2567072
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.18444298
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.18444298
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.18444298
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.18444298
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.122854985
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.122854985
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.122854985
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.122854985
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.22686929
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.22686929
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.22686929
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.22686929
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.25569317
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.25569317
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.1609668
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.24243332
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.24243332
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.24243332
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.24243332
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.22871155
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.22871155
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.22871155
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.22871155
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.24522853
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.24522853
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24522853
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24522853
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21183853
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21183853
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21183853
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21183853
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.12024885
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.12024885
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.12024885
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.12024885
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19390117
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19390117
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.19390117
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.19390117
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.21007553
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21007553
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.21007553
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.21007553
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.19154254
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.19154254
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.19154254
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.19154254
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.28581545
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.28581545
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.22425085
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1753871
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1753871
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1753871
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17538707
