SMILES,ITK
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.10855475
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.10855475
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.10855475
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.10775289
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.10775289
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.10855475
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.06408169
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.098113425
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.19751942
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.19751942
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.11949248
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.11949248
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.053163536
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.053163536
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.053163536
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.053163536
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.34368086
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.34368086
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.13738534
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.13738534
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.13738534
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.13738534
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.065158956
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.0717174
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.12803958
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.030573713
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.040421136
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.058178663
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.032863818
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.032863818
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14446445
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14446445
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14446445
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14446445
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.030552277
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.16023722
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.027564453
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.09540904
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.09540904
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.0785726
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.06664172
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.114691086
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.114691086
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.17705174
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.17705174
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.19957377
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.19957377
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.07454758
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.07454758
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.06587962
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.13146316
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.13146316
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.13146316
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.13146316
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.06677147
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.06677147
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.06677147
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.06677147
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.16223754
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.16223754
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.16223754
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.16223754
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.035719685
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.035719685
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.061173603
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.052821297
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.09154102
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.0883808
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.21744232
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.21744232
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.11040945
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.11040945
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.11040945
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.11040945
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.08754956
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.06410599
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.06410599
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.10307381
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.09237423
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.10930463
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.10930463
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.04468258
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.04468258
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.04468258
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.04468258
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.0736477
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.0736477
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.09618484
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.09618484
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.09618484
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.09618484
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.034831654
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.06759792
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.15858667
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.14502554
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.14502554
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.081493616
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.122879796
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.07881274
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.071980864
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.071980864
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.071980864
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.071980864
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.09702885
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.045802485
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.08856148
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.091768146
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.091768146
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.091768146
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.091768146
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.17795616
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.17795616
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.17795616
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.17795616
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.102003686
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.102003686
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.102003686
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.102003686
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.14696558
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.14696558
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.08880146
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11988948
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11988948
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11988948
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11988948
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.17068811
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.17068811
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.17068811
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.17068811
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2483583
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2483583
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2483583
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2483583
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19497217
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.19497217
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.19497217
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19497217
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.11462387
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.11462387
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.11462387
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.11462387
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16536759
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16536759
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16536759
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16536759
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.27066353
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27066353
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.27066353
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.27066353
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07551467
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.07551467
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07551467
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.07551467
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.12070057
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.12070057
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.08557265
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.22801365
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.22801365
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.22801365
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2280137
