SMILES,CCR5
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.01523516
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.021454904
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.021454904
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.021454904
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.021454904
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.092308454
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.092308454
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.124735184
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.124735184
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.018429728
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.018429728
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.025910826
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.025910826
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.15855394
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.15855394
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.15855394
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.025910826
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.025910826
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.15855394
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.0071123857
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.03186186
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.0916285
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.0916285
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.16792059
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.16792059
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.056456126
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.056456126
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.056456126
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.056456126
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.17771842
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.17771842
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.06649562
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.06649562
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.06649562
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.06649562
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.044513203
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.25711617
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.062123347
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.01776718
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.028974773
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.06467816
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.011295314
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.011295314
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.10342699
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.10342699
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.10342699
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.10342699
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.011058172
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.028989235
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.009364322
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.16462632
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.16462632
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.119642764
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.029637126
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.18299998
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.18299998
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.15004423
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.15004423
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.07717277
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.07717277
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.2275501
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.2275501
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.042919435
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.26696008
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.26696008
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.26696008
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.26696008
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.2259969
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.2259969
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.2259969
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.2259969
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.012439387
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.012439387
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.012439387
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.012439387
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.14137976
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.14137976
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.04205165
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.04016035
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.078940496
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.10595351
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2654349
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2654349
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.18062536
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.18062536
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.18062536
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.18062536
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.1398444
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.24559061
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.24559061
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.21825382
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.103972144
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.1598485
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.1598485
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.31002823
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.31002823
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.31002823
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.31002823
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.054826695
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.054826695
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.22724771
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.22724771
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.22724771
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.22724771
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.085848555
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.113516144
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.04199374
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.17446868
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.17446868
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.062260676
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.40761092
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.050273564
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.11887059
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.11887059
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.11887059
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.11887059
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.04609385
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.03180583
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.06396097
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.025283981
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.025283981
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.025283981
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.025283981
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.0285921
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.0285921
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.0285921
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.0285921
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.08903697
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.08903697
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.08903697
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.08903697
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.15173674
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.15173674
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.028050704
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.08322595
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.08322595
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.08322595
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.08322595
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.062076654
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.062076654
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.062076654
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.062076654
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.088628784
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.088628784
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.088628784
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.088628784
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.064249806
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.064249806
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.064249806
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.064249806
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.13729376
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.13729376
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.13729376
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.13729376
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.062465947
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.062465947
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.062465947
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.062465947
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.054265164
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.054265164
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.054265164
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.054265164
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.058555543
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.058555543
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.058555543
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.058555543
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.25514168
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.25514168
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.053493004
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.029355856
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.029355856
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.029355856
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.029355833
