SMILES,CDK1
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.21552777
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.6985126
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.7513239
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.7513239
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5615138
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.5615138
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.5615138
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.5615138
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.22211891
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.5929674
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.5503339
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.15424567
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.15424567
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.6079877
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.5535978
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.31686515
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.31686515
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.12579508
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.12579508
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.34643853
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.34643853
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.4432237
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.4432237
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.6373132
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.24728705
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.24728705
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.24728705
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.24728705
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.1692823
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.1692823
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.1692823
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.1692823
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.44748646
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.44748646
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.44748646
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.44748646
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.2148343
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.2148343
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.3128799
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.23121639
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.19469297
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.24384314
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.26032618
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.26032618
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.25209183
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.25209183
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.25209183
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.25209183
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.69016004
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.22437714
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.22437714
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.44843665
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.59844184
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.3493888
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.3493888
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.1584957
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.1584957
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.1584957
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.1584957
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.23372698
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.23372698
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.22283554
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.22283554
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.22283554
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.22283554
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.3968489
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.22928663
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.67365205
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.23408893
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.23408893
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.1977299
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.18808845
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.22673002
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.13106278
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.13106278
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.13106278
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.13106278
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.6653873
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.34850225
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.2233714
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14887875
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14887875
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14887875
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14887875
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.291014
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.291014
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.291014
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.291014
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.18809
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.18809
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.18809
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.18809
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.24861531
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.24861531
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.81342185
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.12937844
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.12937844
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.12937844
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.12937844
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.2125508
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.2125508
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.2125508
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.2125508
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.57693464
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.57693464
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.57693464
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.57693464
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.48199254
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.48199254
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.48199254
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.48199254
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.16908625
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.16908625
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.16908625
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.16908625
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.62409025
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.62409025
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.62409025
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.62409025
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.44183093
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.44183093
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.44183093
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.44183093
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.15319952
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.15319952
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.15319952
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.15319952
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.3585334
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.3585334
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.12614688
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.49687028
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.49687028
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.49687028
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.49687022
