SMILES,INSR
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.3443983
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.3443983
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.3443983
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.33480242
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.33480242
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.3443983
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.28882575
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.3013264
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.29988214
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.29988214
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.23231237
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.23231237
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.23993973
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.23993973
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.23993973
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.23993973
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.3343829
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.3343829
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.30905387
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.30905387
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.30905387
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.30905387
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.15569006
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.36728606
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.153351
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.24371934
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.15243974
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.27257386
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.27410436
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.27410436
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.30657873
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.30657873
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.30657873
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.30657873
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.2110292
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.1637794
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.20785029
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.3247432
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.3247432
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.274486
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.20468
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.34480837
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.34480837
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.50639945
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.50639945
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.30719227
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.30719227
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.21096921
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.21096921
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.17555396
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.33976328
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.33976328
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.33976328
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.33976328
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.23499618
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.23499618
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.23499618
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.23499618
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.30176538
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.30176538
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.30176538
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.30176538
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.16902673
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.16902673
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.1167937
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.1265893
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.18532592
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.31350344
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.41729143
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.41729143
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.35522088
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.35522088
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.35522088
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.35522088
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.30241624
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.3421664
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.3421664
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.33463445
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.2274029
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.24115478
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.24115478
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.34049657
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.34049657
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.34049657
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.34049657
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.27479962
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.27479962
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.21484192
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.21484192
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.21484192
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.21484192
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.13815288
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.20761281
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.1394531
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.5315953
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.5315953
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.18368575
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.37499964
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.3909332
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.45159113
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.45159113
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.45159113
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.45159113
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.26299527
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.27514127
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.39353168
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.35135305
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.35135305
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.35135305
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.35135305
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.35862756
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.35862756
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.35862756
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.35862756
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.4534313
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.4534313
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.4534313
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.4534313
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.29177082
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.29177082
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.1721109
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.2442684
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.2442684
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.2442684
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.2442684
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.46771267
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.46771267
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.46771267
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.46771267
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.24336241
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.24336241
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24336241
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.24336241
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.26347148
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.26347148
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.26347148
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.26347148
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.3335853
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.3335853
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.3335853
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.3335853
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28897968
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.28897968
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.28897968
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.28897968
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.3539128
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3539128
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3539128
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.3539128
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.28999028
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.28999028
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.28999028
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.28999028
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.25799507
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.25799507
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.2445465
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.35477453
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.35477453
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.35477453
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.35477456
