SMILES,BRAF
C#CCn1c(C)nc(c2ccccc2C2CC2)c1N,0.08964502
C[C@@H]1NCC[C@H]1c1ccccc1C1CC1,0.11193475
C[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.042344693
C[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.042344693
C[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.042344693
C[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.042344693
CC(C)Cn1cnc(c2ccccc2C2CC2)c1N,0.09967859
N[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08328737
N[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08328737
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08328737
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08328737
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.15096052
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.15096052
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.15096052
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.15096052
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.051031012
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.051031012
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.09873051
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.09873051
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.09873051
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.09873051
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.03910858
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.23025383
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.23025383
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.120824374
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.120824374
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.29416898
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.10352026
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.10352026
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.10352026
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.10352026
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.07064902
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.07064902
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.030631702
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.030631702
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.06983129
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.06983129
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.054941364
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.054941364
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.015821798
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.015821798
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.015821798
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.054941364
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.054941364
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.015821798
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.20651822
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.07607837
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.06392877
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.06392877
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.023819689
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.023819689
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.06716506
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.06716506
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.06716506
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.06716506
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.024628123
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.024628123
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.031379517
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.031379517
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.031379517
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.031379517
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.062341064
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.055755522
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.05962847
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.24785256
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.048571225
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.07261247
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.18529828
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.18529828
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07667582
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07667582
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07667582
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07667582
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.06560286
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.089475095
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.11941858
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.052893262
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.052893262
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.05978333
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.049096394
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.028794054
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.028794054
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.22558744
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.22558744
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.036515072
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.036515072
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.019866461
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.019866461
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.05754232
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.07164556
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.07164556
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.07164556
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.07164556
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.033850178
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.033850178
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.033850178
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.033850178
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.1853023
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.1853023
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.1853023
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.1853023
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.028242743
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.028242743
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.21739449
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.036781073
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.021738134
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.028850479
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.11176193
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.11176193
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.025525438
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.025525438
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.025525438
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.025525438
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.04231512
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.030636836
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.030636836
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.061263695
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.02468081
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.044303086
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.044303086
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.021105953
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.021105953
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.021105953
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.021105953
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.041997943
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.041997943
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.030942783
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.030942783
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.030942783
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.030942783
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.0405158
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.041089248
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.104106694
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.1336211
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.1336211
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.026626049
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.04260829
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.03830339
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.021735216
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.021735216
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.021735216
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.021735216
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.088732705
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.027215997
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.031340815
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.042090908
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.042090908
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.042090908
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.042090908
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.061022047
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.061022047
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.061022047
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.061022047
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.031541098
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.031541098
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.031541098
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.031541098
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.048992727
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.048992727
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.078962296
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.04256209
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.04256209
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.04256209
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.04256209
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.026282933
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.026282933
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.026282933
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.026282933
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08894823
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08894823
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08894823
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08894823
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09275883
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09275883
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09275883
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09275883
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.041408543
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.041408543
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.041408543
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.041408543
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09378867
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09378867
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09378867
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09378867
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08848632
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08848632
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08848632
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08848632
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.045002993
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.045002993
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.045002993
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.045002993
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.035761867
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.035761867
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.0153145
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17213418
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.17213418
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.17213418
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1721342
