SMILES,FLT3
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.16246577
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.08217155
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.08217155
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.31160992
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.31160992
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.31160992
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.31160992
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.12147574
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.14478679
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.08044005
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.26531023
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.23505518
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.095256224
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.17706375
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.17706375
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16683386
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.16683386
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.16683386
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.16683386
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.13237183
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.1965885
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.19937249
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.13771494
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.13771494
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.095045045
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.19194047
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.12909731
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.12909731
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.16428305
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.16428305
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.22614227
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.22614227
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.13055176
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.13055176
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.1253538
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.07939093
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.07939093
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.07939093
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.07939093
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.11425858
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.11425858
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.11425858
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.11425858
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.49304187
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.49304187
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.49304187
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.49304187
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.014537684
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.014537684
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.11960459
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.11101321
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.17785871
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.11454692
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.093219936
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.093219936
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.08733191
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.08733191
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.08733191
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.08733191
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.12456688
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.079282425
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.079282425
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.11205571
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.17675525
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.115017906
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.115017906
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.10706992
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.10706992
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.10706992
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.10706992
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.18149233
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.18149233
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.087104976
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.087104976
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.087104976
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.087104976
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.10827458
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.18116003
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.12864596
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.17296456
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.17296456
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.17786734
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.07722358
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.26777363
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.15003346
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.15003346
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.15003346
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.15003346
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.11285957
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.2798617
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.26776195
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06842328
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06842328
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.06842328
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.06842328
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.23404714
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.23404714
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.23404714
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.23404714
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.11250051
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.11250051
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.11250051
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.11250051
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.2934096
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.2934096
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.18328743
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.08656983
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.08656983
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.08656983
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.08656983
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.123470336
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.123470336
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.123470336
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.123470336
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1290662
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1290662
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1290662
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1290662
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08026034
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08026034
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08026034
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08026034
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.18460546
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.18460546
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.18460546
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.18460546
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07045167
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.07045167
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.07045167
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.07045167
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1983769
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1983769
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1983769
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1983769
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.04623032
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.04623032
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.04623032
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.04623032
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.07571128
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.07571128
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.21484363
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11819422
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.11819422
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.11819422
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11819422
