SMILES,MET
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.03504808
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.018911485
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.011545006
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.017821006
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.03168124
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.01767052
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.01767052
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.052935474
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.052935474
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.052935474
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.052935474
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.013111569
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.0810233
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.013489631
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.13406153
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.13406153
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.12328995
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.1455857
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.06514696
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.06514696
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.048193116
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.048193116
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.10152116
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.10152116
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.008675166
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.008675166
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.06812698
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.013533467
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.013533467
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.013533467
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.013533467
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.0071676266
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.0071676266
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.0071676266
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.0071676266
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.15709095
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.15709095
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.15709095
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.15709095
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.004617825
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.004617825
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.045352727
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.020752491
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.050936174
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.10279662
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.12290821
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.12290821
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.057358872
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.057358872
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.057358872
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.057358872
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.048162606
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.052146595
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.052146595
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.25348264
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.08867628
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.007407886
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.007407886
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.026539108
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.026539108
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.026539108
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.026539108
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.03703358
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.03703358
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.0571128
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.0571128
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.0571128
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.0571128
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.04332043
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.047580384
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.036449533
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.0444437
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.0444437
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.063728966
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.08783583
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.10452659
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.04966165
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.04966165
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.04966165
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.04966165
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.04561012
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.064061575
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.08428135
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14307788
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14307788
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.14307788
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.14307788
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.046965748
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.046965748
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.046965748
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.046965748
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.09539365
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.09539365
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.09539365
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.09539365
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.028609399
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.028609399
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.039238214
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.18084031
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.18084031
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.18084031
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.18084031
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.10445232
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.10445232
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.10445232
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.10445232
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.048491757
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.048491757
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.048491757
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.048491757
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0364311
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.0364311
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.0364311
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0364311
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.067007385
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.067007385
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.067007385
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.067007385
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.024115212
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.024115212
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.024115212
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.024115212
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.019571764
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.019571764
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.019571764
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.019571764
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09669384
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.09669384
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09669384
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.09669384
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.0062463013
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.0062463013
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.016722452
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03704972
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.03704972
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.03704972
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03704972
