SMILES,JAK2
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.4339109
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.45290947
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.45290947
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.45290947
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.45290947
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.079384826
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.13610803
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.26287282
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.47041008
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.3202803
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.2925723
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.43206286
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.43206286
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2838315
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2838315
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2838315
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2838315
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.23402685
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.18414553
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.19022377
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.22250986
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.22250986
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.05366443
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.18999435
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.42581823
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.42581823
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.19770874
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.19770874
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.24916707
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.24916707
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.23502347
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.23502347
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.14088745
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.094392926
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.094392926
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.094392926
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.094392926
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.25053367
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.25053367
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.25053367
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.25053367
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.5566803
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.5566803
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.5566803
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.5566803
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.03780255
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.03780255
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.12909468
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.3379524
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.06552208
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.3241113
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2710133
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2710133
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.14356445
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.14356445
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.14356445
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.14356445
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.40256366
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.36298558
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.36298558
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.05362402
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.56933415
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.21938302
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.21938302
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.17277393
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.17277393
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.17277393
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.17277393
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.40626293
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.40626293
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.4760707
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.4760707
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.4760707
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.4760707
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.32649514
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.31939715
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.1362961
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.14988235
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.14988235
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.07824701
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.17554095
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.296047
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.19528772
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.19528772
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.19528772
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.19528772
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.08274896
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.22123142
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.25780916
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.19440013
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.19440013
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.19440013
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.19440013
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.23275052
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.23275052
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.23275052
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.23275052
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.3983497
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.3983497
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.3983497
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.3983497
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.3902821
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.3902821
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.3283509
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.13470875
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.13470875
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.13470875
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.13470875
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.16302219
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.16302219
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.16302219
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.16302219
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.17562708
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.17562708
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17562708
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.17562708
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3110556
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.3110556
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.3110556
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.3110556
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.32222506
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.32222506
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.32222506
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.32222506
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13444304
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13444304
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13444304
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13444304
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1970286
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1970286
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1970286
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1970286
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.10193359
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.10193359
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.10193359
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.10193359
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.1852256
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.1852256
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.054820467
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19927785
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.19927785
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.19927785
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19927788
