SMILES,PARP1
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.29842559
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.29842559
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.29842559
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.29842559
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.06545531
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.13558215
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.15676978
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.17815319
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.17815319
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.1936186
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.09372137
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.47728783
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.47728783
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.021248398
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.021248398
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.18293269
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.18293269
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.29720914
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.29720914
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.03413276
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.033196237
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.033196237
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.033196237
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.033196237
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.009923358
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.009923358
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.009923358
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.009923358
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.35411072
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.35411072
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.35411072
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.35411072
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.017098768
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.017098768
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.15252756
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.0887042
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.017528351
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.22993714
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.03074129
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.03074129
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.1643722
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.1643722
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.1643722
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.1643722
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.019943934
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.2802122
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.2802122
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.06584291
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.026818242
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.031017637
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.031017637
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.1817329
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.1817329
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.1817329
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.1817329
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.15375039
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.15375039
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.21607448
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.21607448
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.21607448
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.21607448
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.01916406
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.019816171
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.050872188
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.0463784
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.0463784
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.019285439
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.044745233
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.026419792
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.3303721
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.3303721
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.3303721
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.3303721
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.052097376
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.029680226
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.024028597
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.05591477
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.05591477
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.05591477
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.05591477
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.22313231
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.22313231
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.22313231
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.22313231
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.46374816
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.46374816
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.46374816
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.46374816
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.067009024
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.067009024
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.1602209
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.064759836
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.064759836
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.064759836
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.064759836
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.30408883
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.30408883
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.30408883
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.30408883
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.08118019
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.08118019
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08118019
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.08118019
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03200642
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.03200642
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.03200642
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03200642
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.16633753
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.16633753
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.16633753
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.16633753
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.017550077
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.017550077
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.017550077
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.017550077
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.0772809
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0772809
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.0772809
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.0772809
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.013806814
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.013806814
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.013806814
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.013806814
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.03841302
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.03841302
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.08030589
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.022470467
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.022470467
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.022470467
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.022470467
