SMILES,MCL1
N[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.094705954
N[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.094705954
C[C@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.07706813
C[C@@H]1C[C@H](c2ccccc2C2CC2)CN1,0.07706813
C[C@H]1C[C@H](c2ccccc2C2CC2)CN1,0.07706813
C[C@@H]1C[C@@H](c2ccccc2C2CC2)CN1,0.07706813
CCC[C@H](N)c1cc(c2ccccc2C2CC2)no1,0.05722718
CCC[C@@H](N)c1cc(c2ccccc2C2CC2)no1,0.05722718
O[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.08943612
O[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.08943612
O[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.08943612
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.08943612
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.0979975
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.088008426
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.088008426
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.0664779
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.0664779
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.04878966
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13555855
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.13555855
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.13555855
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.13555855
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.09039426
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.09039426
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.06978285
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.06978285
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.044990707
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.044990707
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.062073983
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.062073983
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.11138472
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.11138472
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.11138472
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.062073983
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.062073983
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.11138472
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.052932296
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.097207025
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.11313066
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.11313066
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.0628807
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.0628807
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.14984007
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.14984007
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.14984007
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.14984007
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.19809918
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.19809918
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.051315743
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.051315743
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.051315743
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.051315743
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.08612323
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.07034812
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.06693792
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.047882758
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.20578502
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.11406519
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.1353293
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.1353293
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.062264353
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.062264353
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.062264353
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.062264353
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.21884046
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.055086777
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.068173036
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.05205674
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.05205674
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.07615599
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.04816684
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.091741785
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.091741785
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.10866829
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.10866829
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.10343005
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.10343005
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.08145719
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.08145719
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.06033818
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.10350644
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.10350644
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.10350644
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.10350644
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.058761418
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.058761418
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.058761418
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.058761418
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11623394
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.11623394
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11623394
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.11623394
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.07767086
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.07767086
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.070490845
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.25247502
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.08632502
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.09553388
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.14491713
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.14491713
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.053359076
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.053359076
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.053359076
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.053359076
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.13768971
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.05339964
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.05339964
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.07698001
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.056806054
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.07649379
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.07649379
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.051302094
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.051302094
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.051302094
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.051302094
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.08977247
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.08977247
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.11677187
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.11677187
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.11677187
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.11677187
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.14860086
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.18286745
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.06888017
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.14652272
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.14652272
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.085349575
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.058935773
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.098621525
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.06423321
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06423321
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.06423321
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06423321
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.120205395
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.092223525
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.099732175
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11081103
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11081103
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.11081103
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.11081103
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.100940876
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.100940876
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.100940876
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.100940876
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.06682221
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06682221
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.06682221
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.06682221
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.07964559
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.07964559
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.10047593
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.065029025
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.065029025
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.065029025
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.065029025
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.066772185
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.066772185
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.066772185
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.066772185
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.058975834
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.058975834
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.058975834
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.058975834
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09077506
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.09077506
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.09077506
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.09077506
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.10117041
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.10117041
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.10117041
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.10117041
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.05210261
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.05210261
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.05210261
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.05210261
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.035877403
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.035877403
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.035877403
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.035877403
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.057493407
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.057493407
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.057493407
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.057493407
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.08514488
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.08514488
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.14239931
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.06461078
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.06461078
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.06461078
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.064610764
