SMILES,AKT2
O[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.065797344
CC1(C#N)CN(Cc2ccccc2C2CC2)C1,0.063069634
NC1=NC[C@@H](c2ccccc2C2CC2)N1,0.10783381
NC1=NC[C@H](c2ccccc2C2CC2)N1,0.10783381
NC1=NC[C@@H](c2ccccc2C2CC2)O1,0.10078109
NC1=NC[C@H](c2ccccc2C2CC2)O1,0.10078109
CC(C)(C)n1cnc(c2ccccc2C2CC2)c1N,0.057392072
N#C[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.041657034
N#C[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.041657034
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.041657034
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.041657034
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.07953916
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.07953916
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.12977977
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.12977977
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.1390436
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.1390436
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.1472044
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.1472044
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.15709393
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.15709393
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.15709393
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.1472044
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.1472044
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.15709393
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.16003376
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.15490717
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.094083026
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.094083026
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.10392857
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.10392857
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.11806729
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.11806729
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.11806729
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.11806729
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.048020363
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.048020363
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.09748333
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.09748333
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.09748333
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.09748333
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.07801218
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.103411876
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.098064475
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.18680969
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.044248626
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.11307758
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.0914278
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.0914278
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11968705
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.11968705
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.11968705
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.11968705
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.03789587
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.075731814
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.101590075
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.13621375
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.13621375
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.114157654
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.16197063
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.07243525
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.07243525
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.04713364
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.04713364
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.06683243
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.06683243
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.12737863
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.12737863
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.16812897
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.07472912
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.07472912
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.07472912
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.07472912
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.08534004
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.08534004
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.08534004
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.08534004
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.12432984
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.12432984
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.12432984
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.12432984
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.09008706
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.09008706
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.05410459
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.06434644
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.07055837
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.10274752
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.05367792
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.05367792
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.10194508
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.10194508
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.10194508
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.10194508
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.25218529
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.12950501
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.12950501
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.10270417
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.22500962
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.073817454
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.073817454
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.10050806
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.10050806
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.10050806
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.10050806
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.11788857
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.11788857
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.062003374
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.062003374
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.062003374
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.062003374
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.082592435
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.027856825
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.078920074
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.09191279
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.09191279
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.083731614
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.03308092
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.027883328
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.03769286
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.03769286
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.03769286
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.03769286
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.16084856
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.075028315
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.023273377
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.04334363
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.04334363
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.04334363
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.04334363
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.10873223
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.10873223
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.10873223
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.10873223
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.049565993
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.049565993
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.049565993
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.049565993
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.0837077
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.0837077
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.110219575
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.05201713
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.05201713
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.05201713
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.05201713
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.03826997
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.03826997
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.03826997
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.03826997
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.051018056
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.051018056
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.051018056
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.051018056
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.035515353
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.035515353
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.035515353
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.035515353
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.048084736
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.048084736
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.048084736
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.048084736
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.050521582
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.050521582
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.050521582
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.050521582
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.027935566
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.027935566
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.027935566
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.027935566
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.051511444
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.051511444
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.051511444
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.051511444
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.07237264
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.07237264
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.068401136
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03429164
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.03429164
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.03429164
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.03429166
