SMILES,JAK3
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.3088691
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.16544124
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.16544124
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.37704155
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.37704155
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.25665468
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.25665468
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.39824754
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.39824754
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.39824754
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.25665468
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.25665468
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.39824754
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.42136872
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.1278274
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.57080984
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.57080984
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.36813566
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.36813566
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.2623593
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.2623593
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.2623593
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.2623593
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.23674896
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.23674896
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.36086503
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.36086503
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.36086503
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.36086503
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.21920851
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.11415638
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.14443532
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.48684698
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.21040389
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.2649461
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.4467143
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.4467143
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2873219
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.2873219
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.2873219
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.2873219
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.12634987
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.16212872
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.33297396
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.37722355
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.37722355
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.09028229
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.20106314
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.5038859
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.5038859
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.26143733
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.26143733
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.32404947
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.32404947
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.26714778
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.26714778
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.107444674
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.24143913
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.24143913
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.24143913
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.24143913
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.15277798
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.15277798
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.15277798
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.15277798
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.5259946
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.5259946
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.5259946
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.5259946
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.08098887
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.08098887
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.25624555
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.23013104
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.071124054
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.23691964
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.2673875
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.2673875
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.21031964
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.21031964
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.21031964
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.21031964
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.2652201
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.48140126
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.48140126
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.05904545
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.34251648
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.19906425
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.19906425
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.30402038
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.30402038
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.30402038
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.30402038
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.34208816
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.34208816
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.438218
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.438218
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.438218
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.438218
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.151637
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.193875
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.084716514
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.35892883
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.35892883
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.08747291
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.28622976
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.26244068
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.16036248
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.16036248
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.16036248
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.16036248
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.06551259
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.19190802
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.2213214
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.25803393
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.25803393
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.25803393
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.25803393
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.46147916
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.46147916
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.46147916
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.46147916
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.28869373
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.28869373
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.28869373
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.28869373
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.3534579
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.3534579
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.43362808
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1933749
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1933749
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1933749
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1933749
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.10430252
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.10430252
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.10430252
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.10430252
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15041128
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15041128
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15041128
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15041128
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1725559
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.1725559
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.1725559
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1725559
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.4351807
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.4351807
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.4351807
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.4351807
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14445041
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.14445041
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.14445041
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.14445041
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.19317478
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19317478
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.19317478
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.19317478
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1860842
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.1860842
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1860842
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.1860842
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.2002493
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.2002493
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.101222344
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.15887748
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.15887748
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.15887748
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.1588775
