SMILES,DRD3
N#C[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.33763498
N#C[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.33763498
CN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.79808825
CN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.79808825
CC1([C@@H](NN)c2ccccc2C2CCC2)CC1,0.90174526
CC1([C@H](NN)c2ccccc2C2CCC2)CC1,0.90174526
CC1(C)NCC[C@H]1c1ccccc1C1CC1,0.59739447
CC1(C)NCC[C@@H]1c1ccccc1C1CC1,0.59739447
C[C@@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.5072994
C[C@@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.5072994
CC1(C)C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.5756218
CC1(C)C[C@@H]1[C@@H](N)c1ccccc1C1CCC1,0.5756218
CC1(C)C[C@H]1[C@@H](N)c1ccccc1C1CCC1,0.5756218
C[C@]1(N)CNC[C@H]1c1ccccc1C1CC1,0.5072994
C[C@]1(N)CNC[C@@H]1c1ccccc1C1CC1,0.5072994
CC1(C)C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.5756218
Cn1c(N)c(c2ccccc2C2CC2)nc1C(C)(C)C,0.2664456
CCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.24662067
CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.87512326
CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.87512326
C[C@@H]1C[C@@H]1[C@H](N)c1ccccc1C1CCC1,0.70002055
C[C@@H]1C[C@H]1[C@H](N)c1ccccc1C1CCC1,0.70002055
CC[C@@H]1CCN[C@H]1c1ccccc1C1CC1,0.76415306
CC[C@@H]1CCN[C@@H]1c1ccccc1C1CC1,0.76415306
CC[C@H]1CCN[C@@H]1c1ccccc1C1CC1,0.76415306
CC[C@H]1CCN[C@H]1c1ccccc1C1CC1,0.76415306
C[C@@H]1C[C@H]1[C@H](O)c1ccccc1C1CCC1,0.860363
C[C@@H]1C[C@@H]1[C@H](O)c1ccccc1C1CCC1,0.860363
C[C@@H]1C[C@H]1[C@H](NN)c1ccccc1C1CCC1,0.88723046
C[C@@H]1C[C@H]1[C@@H](NN)c1ccccc1C1CCC1,0.88723046
C[C@@H]1C[C@@H]1[C@@H](NN)c1ccccc1C1CCC1,0.88723046
C[C@@H]1C[C@@H]1[C@H](NN)c1ccccc1C1CCC1,0.88723046
CCc1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.5185039
CCCCn1c(C)nc(c2ccccc2C2CC2)c1N,0.39016822
CC[C@@H]1N[C@H](C)C[C@H]1c1ccccc1C1CC1,0.83870196
CC(C)(C)c1nc(c2ccccc2C2CC2)c(N)n1N,0.2686826
CC(C)c1onc(c2ccccc2C2CC2)c1C(=O)O,0.20839451
Cc1nc(c2ccccc2C2CC2)c(N)n1CC(C)C,0.11015346
OC[C@@H]1CC(=NO1)c1ccccc1C1CC1,0.38221577
OC[C@H]1CC(=NO1)c1ccccc1C1CC1,0.38221577
NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.66083276
NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.66083276
NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.66083276
NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.66083276
CCCc1onc(c2ccccc2C2CC2)c1C(=O)O,0.42620853
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.16500163
Cc1nc(c2ccccc2C2CC2)c(N)n1C(C)(C)C,0.20990825
CN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.9268885
CN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.9268885
CCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.4549754
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.14137089
CCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.8691253
CCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.8691253
COCCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.7881968
COCCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.7881968
CC(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.6367604
CC(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.6367604
CC1(C)C([C@@H](N)c2ccccc2C2CCC2)C1(C)C,0.49174643
CC1(C)C([C@H](N)c2ccccc2C2CCC2)C1(C)C,0.49174643
C=CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.25833523
CC[C@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.544807
CC[C@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.544807
CC[C@@H](C)N1C(=NC[C@H]1c1ccccc1C1CC1)N,0.544807
CC[C@@H](C)N1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.544807
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@@H]1C,0.95935965
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.95935965
CCCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@@H]1C,0.95935965
CCCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.95935965
C[C@@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6921832
C[C@H]1CN[C@@H](c2ccccc2C2CC2)C1,0.6921832
C[C@@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6921832
C[C@H]1CN[C@H](c2ccccc2C2CC2)C1,0.6921832
CCCN[C@@H](c1ccccc1C1CCC1)C1(C)CC1,0.9416093
CCCN[C@H](c1ccccc1C1CCC1)C1(C)CC1,0.9416093
NS(=O)(=O)c1c(C(F)(F)F)ccc(C2CC2)c1c1nn[nH]n1,0.087224305
CC(C)Cc1onc(c2ccccc2C2CC2)c1C(=O)O,0.12856261
CCOc1cc(C=O)cc(C2CC2)c1C1CCCC1,0.40426028
C[C@@]1(C(=O)N)C[N@H+](Cc2ccccc2C2CC2)C1,0.13982725
CC(C)CN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.45331058
CC(C)CN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.45331058
CC(C)N1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.8502585
CC(C)N1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.8502585
CC(C)N1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.8502585
CC(C)N1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.8502585
CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.5028832
CCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.9164368
CCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.9164368
CCCCn1c(N)c(c2ccccc2C2CC2)nc1CC,0.46557382
C=CCn1c(N)c(c2ccccc2C2CC2)nc1C(C)C,0.21096052
CCN[C@H](c1ccccc1C1CCC1)[C@H]1C[C@H]1C,0.91639304
CCN[C@H](c1ccccc1C1CCC1)[C@@H]1C[C@H]1C,0.91639304
CCCN1CC[C@H](CN)[C@@H]1c1ccccc1C1CC1,0.97878253
CCCN1CC[C@@H](CN)[C@H]1c1ccccc1C1CC1,0.97878253
CCCN1CC[C@H](CN)[C@H]1c1ccccc1C1CC1,0.97878253
CCCN1CC[C@@H](CN)[C@@H]1c1ccccc1C1CC1,0.97878253
NN[C@@H](c1ccccc1C1CCC1)C1CC1,0.81688267
NN[C@H](c1ccccc1C1CCC1)C1CC1,0.81688267
CC(C)CN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.7584163
CC(C)CN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.7584163
CC(C)CN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.7584163
CC(C)CN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.7584163
CCOc1cc(C2CCC2)c(C2CC2)cc1CO,0.6772777
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1CO,0.09795239
C#CCn1c(N)c(c2ccccc2C2CC2)nc1CCC,0.2948045
CN(C)CCN1C(=NC[C@@H]1c1ccccc1C1CC1)N,0.7434715
CN(C)CCN1C(=NC[C@H]1c1ccccc1C1CC1)N,0.7434715
CCOc1cc(C=O)cc(C2CC2)c1C1CCC1,0.49077615
CC1(OCC(=O)O)CN(Cc2ccccc2C2CC2)C1,0.84864414
CC(C)Oc1cc(C2CCC2)c(C2CC2)cc1C=O,0.3033336
CCCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.9948382
CCCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.9948382
CCCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.9948382
CCCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.9948382
CCCc1nc(c2ccccc2C2CC2)c(N)n1CC,0.4091681
CCOc1cc(C2CCC2)c(C2CC2)cc1C=O,0.8407292
CC(C)Oc1cc(C2CCCC2)c(C2CC2)cc1C=O,0.2346354
CCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.9491785
CCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.9491785
CCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.9491785
CCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.9491785
CC(C)(C)N1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.4033796
CC(C)(C)N1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.4033796
CC(C)(C)N1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.4033796
CC(C)(C)N1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.4033796
CCN1CC[C@@H](CNC)[C@H]1c1ccccc1C1CC1,0.9786411
CCN1CC[C@H](CNC)[C@@H]1c1ccccc1C1CC1,0.9786411
CCN1CC[C@H](CNC)[C@H]1c1ccccc1C1CC1,0.9786411
CCN1CC[C@@H](CNC)[C@@H]1c1ccccc1C1CC1,0.9786411
CN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.6362024
CN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.6362024
CC(C)c1nc(c2ccccc2C2CC2)c(N)n1C(C)C,0.6423391
CC(C)NC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.94387966
CC(C)NC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.94387966
CC(C)NC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.94387966
CC(C)NC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.94387966
CNC[C@@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.95955145
CNC[C@H]1CCN(C(C)C)[C@@H]1c1ccccc1C1CC1,0.95955145
CNC[C@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.95955145
CNC[C@@H]1CCN(C(C)C)[C@H]1c1ccccc1C1CC1,0.95955145
CC(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.6843299
CC(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.6843299
CC(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6843299
CC(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6843299
CC(C)CNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6301466
CC(C)CNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.6301466
CC(C)CNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.6301466
CC(C)CNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6301466
COCCN1CC[C@H](N)[C@H]1c1ccccc1C1CC1,0.9597605
COCCN1CC[C@H](N)[C@@H]1c1ccccc1C1CC1,0.9597605
COCCN1CC[C@@H](N)[C@@H]1c1ccccc1C1CC1,0.9597605
COCCN1CC[C@@H](N)[C@H]1c1ccccc1C1CC1,0.9597605
CCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.8712751
CCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.8712751
CCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.8712751
CCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.8712751
CC(C)(C)NC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.6084127
CC(C)(C)NC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6084127
CC(C)(C)NC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.6084127
CC(C)(C)NC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.6084127
CCCNC[C@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.9813126
CCCNC[C@@H]1CCN(C)[C@H]1c1ccccc1C1CC1,0.9813126
CCCNC[C@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.9813126
CCCNC[C@@H]1CCN(C)[C@@H]1c1ccccc1C1CC1,0.9813126
CCN[C@@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.8637549
CCN[C@H](c1ccccc1C1CCC1)C1C(C)(C)C1(C)C,0.8637549
CCOC(=O)c1cc(OCC)c(C2CCC2)c(C2CC2)c1,0.50210565
COCCNC[C@H]1CCO[C@@H]1c1ccccc1C1CC1,0.9298111
COCCNC[C@H]1CCO[C@H]1c1ccccc1C1CC1,0.9298111
COCCNC[C@@H]1CCO[C@H]1c1ccccc1C1CC1,0.9298111
COCCNC[C@@H]1CCO[C@@H]1c1ccccc1C1CC1,0.9298111
